Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Otolemur_garnettii,Primates,Galagidae,Otolemur,garnettii,29,254,Both,11.49575776,764,islerPrim2008,,0.158173917,-0.094662449
Otolemur_crassicaudatus,Primates,Galagidae,Otolemur,crassicaudatus,15,101,Both,11.77750484,1150,islerPrim2008,,0.035485019,-0.22525366
Leontopithecus_chrysomelas,Primates,Cebidae,Leontopithecus,chrysomelas,3,2,Both,11.84274929,655,islerPrim2008,,0.221228354,-0.028633505
Leontopithecus_rosalia,Primates,Cebidae,Leontopithecus,rosalia,4,,Both,13.05,512.38,Boddy2012,"Boddy2012,Sherwood.etal2008,Warncke1908",0.343373914,0.098257289
Hapalemur_alaotrensis,Primates,Lemuridae,Hapalemur,alaotrensis,1,58,Both,13.8,1239.5,islerPrim2008,,0.079899071,-0.182287825
Saguinus_geoffroyi,Primates,Cebidae,Saguinus,geoffroyi,20,,both,14.27,634.67,Boddy2012,Crile & Quiring 1940; Hrdlicka 1925; Rowe 1996; Sherwoodetal.2008 ,0.312469884,0.063217294
Aotus_trivirgatus,Primates,Aotidae,Aotus,trivirgatus,266,,both,16.04,701.68,Boddy2012,Warncke 1908; Bronson 1981; Stephan 1981; Sherwoodetal.2008; Silva & Downing 1995,0.330556628,0.0793645
Callicebus_caligatus,Primates,Pitheciidae,Callicebus,caligatus,4,1,Both,17.25,880,islerPrim2008,,0.288383004,0.032815189
Callicebus_discolor,Primates,Pitheciidae,Callicebus,discolor,5,5,Both,17.52877484,875,islerPrim2008,,0.297201449,0.041743739
Callicebus_lugens,Primates,Pitheciidae,Callicebus,lugens,14,10,Both,18.97246891,1090,islerPrim2008,,0.260009244,0.000305998
Callicebus_medemi,Primates,Pitheciidae,Callicebus,medemi,7,7,Both,19.4358771,1156.75,islerPrim2008,,0.251129603,-0.009722164
Callithrix_geoffroyi,Primates,Cebidae,Callithrix,geoffroyi,8,,Both,19.9,793,Marino1998,,0.384354407,0.130798137
Eulemur_coronatus,Primates,Lemuridae,Eulemur,coronatus,7,4,Both,20.65096286,1180,islerPrim2008,,0.27098383,0.009747525
Eulemur_albifrons,Primates,Lemuridae,Eulemur,albifrons,1,24,Both,21.4474,2335.5,islerPrim2008,,0.065042733,-0.209385913
Eulemur_albocollaris,Primates,Lemuridae,Eulemur,albocollaris,1,36,Both,22.1,2140,islerPrim2008,,0.10653519,-0.166204196
Saimiri_oerstedii,Primates,Cebidae,Saimiri,oerstedii,63,,both,22.45,605,Boddy2012,Crile & Quiring 1940,0.524856846,0.2765294
Saimiri_sciureus,Primates,Cebidae,Saimiri,sciureus,96,,both,23.35,578.7,Boddy2012,Bronson 1981; Rilling 1999; Warncke 1908; Silva & Downing 1995,0.556403938,0.308935308
Eulemur_rufus,Primates,Lemuridae,Eulemur,rufus,4,71,Both,25.39597,2220,islerPrim2008,,0.154953211,-0.118495372
Propithecus_deckenii,Primates,Indridae,Propithecus,deckenii,7,4,Both,30.15115857,3531.666667,islerPrim2008,,0.078270971,-0.204148768
Propithecus_coquereli,Primates,Indridae,Propithecus,coquereli,1,20,Both,30.1941,3728.5,islerPrim2008,,0.061223062,-0.222244706
Varecia_variegata,Primates,Lemuridae,Varecia,variegata,5,,both,31.2,2705.5,Boddy2012,Hrdlicka 1925; Stephan 1981; Silva & Downing 1995,0.179921484,-0.097348881
Miopithecus_ogouensis,Primates,Cercopithecidae,Miopithecus,ogouensis,22,19,Both,37.35100076,1750,islerPrim2008,,0.399977555,0.131125854
Propithecus_diadema,Primates,Indridae,Propithecus,diadema,4,25,Both,39.79932123,6130,islerPrim2008,,0.019230403,-0.273844764
Alouatta_seniculus,Primates,Atelidae,Alouatta,seniculus,3,,both,45.5,2827.5,Boddy2012,Hrdlicka 1925,0.329411848,0.051289199
Chiropotes_satanas,Primates,Pitheciidae,Chiropotes,satanas,8,9,Both,48.3303075,3030,islerPrim2008,,0.333089792,0.053630545
Alouatta_pigra,Primates,Atelidae,Alouatta,pigra,8,6,Both,51.125,8915,islerPrim2008,,0.005991282,-0.294321299
Procolobus_verus,Primates,Cercopithecidae,Procolobus,verus,29,34,Both,52.60038807,4450,islerPrim2008,,0.244669993,-0.042216055
Alouatta_belzebul,Primates,Atelidae,Alouatta,belzebul,11,53,Both,52.84375,6395,islerPrim2008,,0.128563184,-0.165329783
Cercopithecus_petaurista,Primates,Cercopithecidae,Cercopithecus,petaurista,39,18,Both,55.0765687,3609.090909,islerPrim2008,,0.33287019,0.050031403
Chiropotes_israelita,Primates,Pitheciidae,Chiropotes,israelita,16,16,Both,55.13476114,2273.733333,islerPrim2008,,0.483823916,0.209913194
Chiropotes_chiropotes,Primates,Pitheciidae,Chiropotes,chiropotes,6,39,Both,57.0429933,2740,islerPrim2008,,0.437841891,0.160326674
Piliocolobus_kirkii,Primates,Cercopithecidae,Piliocolobus,kirkii,13,4,Both,57.25,5630,islerPrim2008,,0.204844543,-0.086586482
Allenopithecus_nigroviridis,Primates,Cercopithecidae,Allenopithecus,nigroviridis,13,6,Both,58.02104036,4655,islerPrim2008,,0.272596666,-0.015159668
Cercopithecus_pogonias,Primates,Cercopithecidae,Cercopithecus,pogonias,12,15,Both,59.56481481,3580,islerPrim2008,,0.369529231,0.08684683
Presbytis_siamensis,Primates,Cercopithecidae,Presbytis,siamensis,13,13,Both,60.9420844,5876.464286,islerPrim2008,,0.218030449,-0.074228506
Alouatta_macconnelli,Primates,Atelidae,Alouatta,macconnelli,2,1,Both,61.33078407,6398.31,islerPrim2008/Amniote,,0.193079524,-0.100823443
Cercopithecus_wolfi,Primates,Cercopithecidae,Cercopithecus,wolfi,20,137,Both,61.45,3390,islerPrim2008,,0.400823982,0.119195345
Chlorocebus_pygerythrus,Primates,Cercopithecidae,Chlorocebus,pygerythrus,61,60,Both,62.57741972,4323.523333,islerPrim2008,,0.329490436,0.043161549
Cebus_albifrons,Primates,Cebidae,Cebus,albifrons,66,,both,62.95,1620,Boddy2012,Bronson 1981,0.651813554,0.384453422
Chlorocebus_aethiops,Primates,Cercopithecidae,Chlorocebus,aethiops,18,,both,64.13,3452.67,Boddy2012,Bronson 1981; Warncke 1908,0.41339675,0.131414147
Cebus_libidinosus,Primates,Cebidae,Cebus,libidinosus,47,47,Both,64.68541627,2509.779135,islerPrim2008,,0.521032518,0.245213188
Chlorocebus_sabaeus,Primates,Cercopithecidae,Chlorocebus,sabaeus,7,6,Both,64.91330945,4311.8,islerPrim2008,,0.346290943,0.060014523
Cercopithecus_doggetti,Primates,Cercopithecidae,Cercopithecus,doggetti,4,4,Both,65.35648964,6350.333333,islerPrim2008,,0.223141314,-0.070616214
Cercopithecus_hamlyni,Primates,Cercopithecidae,Cercopithecus,hamlyni,5,20,Both,65.9,4425,islerPrim2008,,0.344401528,0.057624345
Cebus_xanthosternos,Primates,Cebidae,Cebus,xanthosternos,11,10,Both,66.08735914,2440.47619,islerPrim2008,,0.53946532,0.264187077
Macaca_fascicularis,Primates,Cercopithecidae,Macaca,fascicularis,52,,both,66.93,3109.45,Boddy2012,Bronson 1981; Hrdlicka 1925; Warncke 1908; Silva & Downing 1995,0.466060269,0.186100869
Cebus_nigritus,Primates,Cebidae,Cebus,nigritus,87,87,Both,67.06601569,2730.833333,islerPrim2008,,0.509233626,0.231783164
Cercopithecus_albogularis,Primates,Cercopithecidae,Cercopithecus,albogularis,33,31,Both,70.09979995,5619.835417,islerPrim2008,,0.293374435,0.001978328
Cebus_capucinus,Primates,Cebidae,Cebus,capucinus,30,,both,70.14,2104.88,Boddy2012,Crile & Quiring 1940; Hrdlicka 1925; Silva & Downing 1995,0.613498552,0.341078917
Piliocolobus_tephrosceles,Primates,Cercopithecidae,Piliocolobus,tephrosceles,6,6,Both,70.95189469,8408.8,islerPrim2008,,0.167362626,-0.131820373
Presbytis_rubicunda,Primates,Cercopithecidae,Presbytis,rubicunda,50,50,Both,71.01506525,6265.597403,islerPrim2008,,0.263578654,-0.029919294
Cercopithecus_nictitans,Primates,Cercopithecidae,Cercopithecus,nictitans,20,63,Both,71.125,5465,islerPrim2008,,0.308780092,0.017923849
Cebus_apella,Primates,Cebidae,Cebus,apella,23,,both,71.3,2589,Boddy2012,Bronson 1981; Rilling 1999; Warncke 1908; Silva & Downing 1995,0.553193168,0.276773324
Presbytis_chrysomelas,Primates,Cercopithecidae,Presbytis,chrysomelas,7,7,Both,72.11214505,6718.666667,islerPrim2008,,0.247495912,-0.047351118
Trachypithecus_phayrei,Primates,Cercopithecidae,Trachypithecus,phayrei,9,9,Both,72.84012102,7474.916667,islerPrim2008,,0.217115391,-0.07979274
Presbytis_thomasi,Primates,Cercopithecidae,Presbytis,thomasi,7,8,Both,72.9324425,6730,islerPrim2008,,0.251859274,-0.043020324
Colobus_vellerosus,Primates,Cercopithecidae,Colobus,vellerosus,10,10,Both,73.07082038,7820,islerPrim2008,,0.203788282,-0.093991947
Presbytis_femoralis,Primates,Cercopithecidae,Presbytis,femoralis,13,5,Both,73.73566609,6847.877778,islerPrim2008,,0.250960369,-0.044254754
Cercopithecus_lhoesti,Primates,Cercopithecidae,Cercopithecus,lhoesti,17,69,Both,74.2,4710,islerPrim2008,,0.375589108,0.087605801
Colobus_satanas,Primates,Cercopithecidae,Colobus,satanas,13,10,Both,74.9,8910,islerPrim2008,,0.172022513,-0.128279227
Presbytis_frontata,Primates,Cercopithecidae,Presbytis,frontata,6,9,Both,81.016855,5615,islerPrim2008,,0.356513416,0.065133943
Macaca_cyclopis,Primates,Cercopithecidae,Macaca,cyclopis,2,11,Both,82,5470,islerPrim2008,,0.370273792,0.079399878
Pygathrix_nigripes,Primates,Cercopithecidae,Pygathrix,nigripes,4,,Both,82.74758167,10333.32,islerPrim2008/Pantheria,,0.16702393,-0.136141532
Semnopithecus_priam,Primates,Cercopithecidae,Semnopithecus,priam,12,10,Both,83.06847425,8561.571429,islerPrim2008,,0.229970213,-0.069560705
Hylobates_pileatus,Primates,Hylobatidae,Hylobates,pileatus,9,2,Both,84.68518519,5470,islerPrim2008,,0.384267382,0.093393467
Macaca_silenus,Primates,Cercopithecidae,Macaca,silenus,1,22,Both,85,7500,islerPrim2008,,0.283072467,-0.013900399
Macaca_leonina,Primates,Cercopithecidae,Macaca,leonina,7,7,Both,85.59808114,5641.583333,islerPrim2008,,0.378863616,0.087392874
Macaca_mulatta,Primates,Cercopithecidae,Macaca,mulatta,242,,both,87.99,4612.78,Boddy2012,Bronson 1981; Crile & Quiring 1940; Hrdlicka 1925; Rilling 1999; Stephan 1981; Silva & Downing 1995,0.456412207,0.168831933
Hylobates_klossii,Primates,Hylobatidae,Hylobates,klossii,6,6,Both,87.9912525,5795,islerPrim2008,,0.382099681,0.090110478
Hylobates_agilis,Primates,Hylobatidae,Hylobates,agilis,11,,both,88.1,5528.75,Boddy2012,Hrdlicka 1925,0.397956097,0.106875747
Semnopithecus_dussumieri,Primates,Cercopithecidae,Semnopithecus,dussumieri,10,10,Both,90.09252244,10664.29167,islerPrim2008,,0.19368817,-0.110086508
Hylobates_lar,Primates,Hylobatidae,Hylobates,lar,5,,both,93.99,5550,Boddy2012,Rilling 1999; Stephan 1981; Silva & Downing 1995,0.424812304,0.133657826
Trachypithecus_francoisi,Primates,Cercopithecidae,Trachypithecus,francoisi,2,,both,94.4,9100,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.26563986,-0.035069608
Macaca_maura,Primates,Cercopithecidae,Macaca,maura,6,,both,94.48,6846,Boddy2012,Sherwoodetal.2008; Warncke 1908; Silva & Downing 1995,0.358711976,0.063502152
Hylobates_muelleri,Primates,Hylobatidae,Hylobates,muelleri,8,,both,95.31,5954.88,Boddy2012,Hrdlicka 1925; Sherwoodetal.2008; Rowe 1996,0.407933889,0.115418787
Macaca_ochreata,Primates,Cercopithecidae,Macaca,ochreata,1,2,Both,97.98,3400,islerPrim2008,,0.602480107,0.320794552
Ateles_chamek,Primates,Atelidae,Ateles,chamek,1,12,Both,99,9370,islerPrim2008,,0.276779324,-0.024495136
Cercocebus_galeritus,Primates,Cercopithecidae,Cercocebus,galeritus,2,13,Both,99.07042,7435,islerPrim2008,,0.35243279,0.055628124
Lagothrix_cana,Primates,Atelidae,Lagothrix,cana,15,7,Both,99.3440883,8215,islerPrim2008,,0.321135569,0.022403135
Erythrocebus_patas,Primates,Cercopithecidae,Erythrocebus,patas,6,,both,100.2,7376,Boddy2012,Stephan 1981; Sherwoodetal.2008; Silva & Downing 1995,0.35995158,0.063300865
Macaca_arctoides,Primates,Cercopithecidae,Macaca,arctoides,34,,both,100.7,7630,Boddy2012,Bronson 1981,0.351085505,0.053780569
Lophocebus_aterrimus,Primates,Cercopithecidae,Lophocebus,aterrimus,6,12,Both,101.59092,6800,islerPrim2008,,0.392422992,0.097343445
Ateles_hybridus,Primates,Atelidae,Ateles,hybridus,8,7,Both,103.0541476,7862.25,islerPrim2008,,0.351354686,0.053470337
Trachypithecus_pileatus,Primates,Cercopithecidae,Trachypithecus,pileatus,2,2,Both,103.6408481,11793.5,islerPrim2008,,0.221747058,-0.083972479
Ateles_geoffroyi,Primates,Atelidae,Ateles,geoffroyi,103,,both,104.96,5774,Boddy2012,Bronson 1981; Crile & Quiring 1940; Hrdlicka 1925; Stephan 1981; Silva & Downing 1995,0.45986651,0.167947458
Cercocebus_torquatus,Primates,Cercopithecidae,Cercocebus,torquatus,7,10,Both,105.9883346,7485,islerPrim2008,,0.37956371,0.082629529
Ateles_paniscus,Primates,Atelidae,Ateles,paniscus,26,,both,108.96,3430,Boddy2012,Bronson 1981; Warncke 1908,0.645748338,0.36389303
Bunopithecus_hoolock,Primates,Hylobatidae,Bunopithecus,hoolock,8,8,Both,110.6803571,6728.25,islerPrim2008,,0.433093776,0.138219203
Aotus_lemurinus,Primates,Aotidae,Aotus,lemurinus,17,,both,113.5,9026.5,Boddy2012,Crile & Quiring 1940,0.348305256,0.047752496
Ateles_fusciceps,Primates,Atelidae,Ateles,fusciceps,17,,both,113.6,9026.5,Boddy2012,Crile & Quiring 1940,0.348687726,0.048134966
Rhinopithecus_roxellana,Primates,Cercopithecidae,Rhinopithecus,roxellana,6,11,Both,117.75699,14750,islerPrim2008,,0.204340144,-0.105701943
Nomascus_gabriellae,Primates,Hylobatidae,Nomascus,gabriellae,6,12,Both,119.375,7365,islerPrim2008,,0.436483365,0.139861489
Semnopithecus_schistaceus,Primates,Cercopithecidae,Semnopithecus,schistaceus,4,14,Both,129.2495323,17000,islerPrim2008,,0.198539327,-0.114246115
Semnopithecus_ajax,Primates,Cercopithecidae,Semnopithecus,ajax,3,3,Both,132.0574198,16329.75,islerPrim2008,,0.220975314,-0.091032847
Symphalangus_syndactylus,Primates,Hylobatidae,Symphalangus,syndactylus,4,,both,134.8,12172,Boddy2012,Hrdlicka 1925; Sherwoodetal.2008; Silva & Downing 1995,0.325616473,0.019286514
Papio_papio,Primates,Cercopithecidae,Papio,papio,6,,Both,142.5,18026.05,islerPrim2008/Pantheria,,0.221836298,-0.092081586
Mandrillus_leucophaeus,Primates,Cercopithecidae,Mandrillus,leucophaeus,13,,Both,148,15000,islerPrim2008,,0.298140684,-0.012226175
Pan_paniscus,Primates,Hominidae,Pan,paniscus,5,,both,329.7,39700,Boddy2012,Rilling 1999; Sherwoodetal.2008; Silva & Downing 1995,0.328970563,-0.000203824
Pongo_pygmaeus,Primates,Hominidae,Pongo,pygmaeus,28,,both,341.99,54229.04,Boddy2012,Hrdlicka 1925; Rilling 1999; Sherwoodetal.2008; Silva & Downing 1995,0.243283032,-0.091917669
Pan_troglodytes,Primates,Hominidae,Pan,troglodytes,24,,both,354.81,60433.16,Boddy2012,Crile & Quiring 1940; Hrdlicka 1925; Rilling 1999; Sherwoodetal.2008; Silva & Downing 1995; Stephen 1981,0.223982611,-0.113311233
Gorilla_gorilla,Primates,Hominidae,Gorilla,gorilla,10,,both,454.55,120975,Boddy2012,Hrdlicka 1925; Stephan 1981; Sherwoodetal.2008; Silva & Downing 1995,0.105501097,-0.245204106
Homo_sapiens,Primates,Hominidae,Homo,sapiens,7,,both,1250.43,65142.86,Boddy2012,Sherwoodetal.2008; Nowak 1991,0.746602281,0.407858314
Pongo_abelii,Primates,Hominidae,Pongo,abelii,24,24,Both,389.495,62815,islerPrim2008,,0.251897485,-0.086143324
Gorilla_beringei,Primates,Hominidae,Gorilla,beringei,6,6,Both,491.27,130000,IslerVanSchaik2012,,0.115803672,-0.236291863
Callithrix_pygmaea,Primates,Cebidae,Callithrix,pygmaea,3,,F or both,4.64,134.75,Boddy2012,"Sherwood.etal2008,Boddy2012,Stephan.etal1981",0.329332932,0.110025576
Galago_senegalensis,Primates,Galagidae,Galago,senegalensis,4,,F or both,5.9,300.33,Boddy2012,"Crile&Quiring1940,Glendenning1998,Stephan.etal1981,Warncke1908",0.172612105,-0.062182232
Loris_tardigradus,Primates,Lorisidae,Loris,tardigradus,3,,F or both,6,322,Boddy2012,"Sherwood.etal2008,Boddy2012,Stephan.etal1981",0.157218268,-0.078922327
Perodicticus_potto,Primates,Lorisidae,Perodicticus,potto,4,,F or both,12.07,929.33,Boddy2012,"Boddy2012,Sherwood.etal2008,Stephan.etal1981,Warncke1908",0.115535548,-0.141086206
Tarsius_bancanus,Primates,Tarsiidae,Tarsius,bancanus,1,,Female,2.7,77.6,Boddy2012,"Sherwood.etal2008,Boddy2012",0.273930658,0.06528702
Nycticebus_pygmaeus,Primates,Lorisidae,Nycticebus,pygmaeus,1,,Female,7.8,480,Boddy2012,"Sherwood.etal2008,Boddy2012",0.1411214,-0.102733783
Saimiri_boliviensis,Primates,Cebidae,Saimiri,boliviensis,1,,Female,24.06,750,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.484956064,0.232477076
Colobus_guereza,Primates,Cercopithecidae,Colobus,guereza,1,,Female,83.9,10281.25,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.174676065,-0.128391779
Cercocebus_agilis,Primates,Cercopithecidae,Cercocebus,agilis,1,,Female,95.3,4700,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.484970397,0.19702816
Macaca_nigra,Primates,Cercopithecidae,Macaca,nigra,1,,Female,97.5,3452,Boddy2012,Hrdlicka 1925,0.595403339,0.313424487
Theropithecus_gelada,Primates,Cercopithecidae,Theropithecus,gelada,1,,Female,130,7710,Boddy2012,Hrdlicka 1925,0.458601975,0.161095489
Mandrillus_sphinx,Primates,Cercopithecidae,Mandrillus,sphinx,1,,Female,159.2,11500,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.416367892,0.111135334
Tarsius_dentatus,Primates,Tarsiidae,Tarsius,dentatus,2,,Female,2.995447,113,islerPrim2008,,0.196614866,-0.019290917
Phaner_electromontis,Primates,Cheirogaleidae,Phaner,electromontis,1,,Female,7.2,400,islerPrim2008,,0.165745774,-0.074586327
Hapalemur_occidentalis,Primates,Lemuridae,Hapalemur,occidentalis,1,,Female,14.2,1202.71,islerPrim2008/Amniote,,0.102122626,-0.159482041
Callicebus_regulus,Primates,Pitheciidae,Callicebus,regulus,1,,Female,23,1129.785,islerPrim2008,,0.331936143,0.071540158
Varecia_rubra,Primates,Lemuridae,Varecia,rubra,3,,Female,31.08391333,3470,islerPrim2008,,0.097240382,-0.184838969
Presbytis_potenziani,Primates,Cercopithecidae,Presbytis,potenziani,8,8,Female,57,4817,vanWoerden.etal.2011,,0.253743187,-0.034674191
Presbytis_natunae,Primates,Cercopithecidae,Presbytis,natunae,4,3,Female,57.19,5065,islerPrim2008,,0.238836175,-0.050551294
Alouatta_sara,Primates,Atelidae,Alouatta,sara,8,,Female,59.08333333,6611.04,islerPrim2008/Pantheria,,0.166212518,-0.128322463
Presbytis_hosei,Primates,Cercopithecidae,Presbytis,hosei,9,9,Female,60,5630,vanWoerden.etal.2011,,0.225220303,-0.066210723
Trachypithecus_auratus,Primates,Cercopithecidae,Trachypithecus,auratus,17,17,Female,63.6,9525,vanWoerden.etal.2011,,0.07925715,-0.222334346
Macaca_tonkeana,Primates,Cercopithecidae,Macaca,tonkeana,11,11,Female,93.7,9000,vanWoerden.etal.2011,,0.266006652,-0.034489295
Macaca_hecki,Primates,Cercopithecidae,Macaca,hecki,5,5,Female,94.6,6800,vanWoerden.etal.2011,,0.361459235,0.066379688
Nycticebus_coucang,Primates,Lorisidae,Nycticebus,coucang,5,,M or both,12.74,655.5,Boddy2012,"Boddy2012,Glendenning1998,Sherwood.etal2008,Stephan.etal1981,Warncke1908",0.252696698,0.002820093
Alouatta_palliata,Primates,Atelidae,Alouatta,palliata,38,,Male,50.04,5952,Boddy2012,Crile & Quiring 1940,0.128270291,-0.164235463
Cercopithecus_mona,Primates,Cercopithecidae,Cercopithecus,mona,1,,Male,67,3001,Boddy2012,Spitzka 1903; Silva & Downing 1995,0.47807754,0.198804128
Colobus_angolensis,Primates,Cercopithecidae,Colobus,angolensis,1,,Male,74.4,9670,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,0.142451808,-0.159431634
Papio_hamadryas,Primates,Cercopithecidae,Papio,hamadryas,1,,Male,142,12020,Boddy2012,Hrdlicka 1925,0.35230807,0.046220935
Galago_granti,Primates,Galagidae,Galago,granti,1,,Male,4.073808,181.85,islerPrim2008,,0.175176211,-0.049923559
Cheirogaleus_sibreei,Primates,Cheirogaleidae,Cheirogaleus,sibreei,1,,Male,4.4,420.11,islerPrim2008/Amniote,,-0.064111463,-0.30539142
Callithrix_aurita,Primates,Cebidae,Callithrix,aurita,2,,Male,7.2,429,islerPrim2008,,0.142947589,-0.098737007
Pithecia_irrorata,Primates,Pitheciidae,Pithecia,irrorata,1,,Male,39.5,2308.17,islerPrim2008,,0.334099272,0.059898082
Trachypithecus_germaini,Primates,Cercopithecidae,Trachypithecus,germaini,1,,Male,76,7071.5,islerPrim2008,,0.253629598,-0.042206461
Lagothrix_poeppigii,Primates,Atelidae,Lagothrix,poeppigii,1,1,Male,99.23,9072,islerPrim2008,,0.288314629,-0.01233529
Hylobates_moloch,Primates,Hylobatidae,Hylobates,moloch,1,1,Male,103,6577,islerPrim2008,,0.409266226,0.114830998
Chlorocebus_cynosuros,Primates,Cercopithecidae,Chlorocebus,cynosuros,1,1,,72,2920,VonBonin1937,,0.518247673,0.239502989
Ateles_marginatus,Primates,Atelidae,Ateles,marginatus,1,1,,97,3201,VonBonin1937,,0.617759519,0.337239403
Microcebus_murinus,Primates,Cheirogaleidae,Microcebus,murinus,7,,,1.84,58,Boddy2012,"Stephan.etal1981,Warncke1908",0.202210885,-0.000807226
Galago_demidoff,Primates,Galagidae,Galago,demidoff,2,,,3.38,81,Boddy2012,Stephan.etal1981,0.357515993,0.148043731
Tarsius_tarsier,Primates,Tarsiidae,Tarsius,tarsier,,,,3.4,126,IslerVanSchaik2012,,0.216162741,-0.001847252
Galago_zanzibaricus,Primates,Galagidae,Galago,zanzibaricus,,,,3.5,143,IslerVanSchaik2012,,0.18752737,-0.032928251
Galago_alleni,Primates,Galagidae,Galago,alleni,6,6,,5.85,273,Kirk2006,,0.199993297,-0.032957389
Arctocebus_aureus,Primates,Lorisidae,Arctocebus,aureus,,,,5.877635065,210,islerPrim2008,,0.287498349,0.059617445
Loris_lydekkerianus,Primates,Lorisidae,Loris,lydekkerianus,,,,6.3,267,IslerVanSchaik2012,,0.239416586,0.006895328
Phaner_furcifer,Primates,Cheirogaleidae,Phaner,furcifer,5,5,,6.47,460,Kirk2006,,0.07379376,-0.169239025
Cheirogaleus_major,Primates,Cheirogaleidae,Cheirogaleus,major,2,,,6.8,450,Boddy2012,Stephan.etal1981,0.102557446,-0.14005063
Callithrix_penicillata,Primates,Cebidae,Callithrix,penicillata,,,,7.3,328,IslerVanSchaik2012,,0.236376343,-0.000121002
Saguinus_fuscicollis,Primates,Cebidae,Saguinus,fuscicollis,,,,7.9,401,IslerVanSchaik2012,,0.205227076,-0.035153274
Callithrix_argentata,Primates,Cebidae,Callithrix,argentata,,,,8,345,IslerVanSchaik2012,,0.25968438,0.022210605
Callithrix_humeralifera,Primates,Cebidae,Callithrix,humeralifera,1,9,,8.2,370,islerPrim2008,,0.247621064,0.008795448
Saguinus_nigricollis,Primates,Cebidae,Saguinus,nigricollis,,,,8.9,476,IslerVanSchaik2012,,0.201142542,-0.042550937
Lepilemur_mustelinus,Primates,Lepilemuridae,Lepilemur,mustelinus,5,,,9.55991,777,islerPrim2008,,0.072594322,-0.180568081
Avahi_laniger,Primates,Indridae,Avahi,laniger,2,,,10.49,1285,Boddy2012,Stephan.etal1981,-0.050947083,-0.313830602
Saguinus_mystax,Primates,Cebidae,Saguinus,mystax,,,,11.1,584,IslerVanSchaik2012,,0.230470481,-0.017174317
Callimico_goeldii,Primates,Cebidae,Callimico,goeldii,,,,11.4,484,IslerVanSchaik2012,,0.30322853,0.059212986
Nycticebus_bengalensis,Primates,Lorisidae,Nycticebus,bengalensis,,,,13.5,1060,IslerVanSchaik2012,,0.121309721,-0.137854231
Hapalemur_griseus,Primates,Lemuridae,Hapalemur,griseus,,,,14.1,709,IslerVanSchaik2012,,0.271190993,0.019798325
Callicebus_cupreus,Primates,Pitheciidae,Callicebus,cupreus,,,,17.1,815,IslerVanSchaik2012,,0.309584043,0.055498989
Callicebus_moloch,Primates,Pitheciidae,Callicebus,moloch,2,,,19,900,Boddy2012,Stephan 1981; Silva & Downing 1995,0.323027561,0.067025493
Callicebus_torquatus,Primates,Pitheciidae,Callicebus,torquatus,,,,19.1,980,IslerVanSchaik2012,,0.297569397,0.039921787
