county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Kern,2021-02-17,219.0,14.0,233.0,1182.0,53.0,0.0,29.0
Marin,2021-02-17,15.0,3.0,18.0,317.0,4.0,0.0,17.0
Alameda,2021-02-17,194.0,33.0,227.0,2499.0,58.0,1.0,76.0
San Mateo,2021-02-17,85.0,9.0,94.0,744.0,20.0,1.0,28.0
San Francisco,2021-02-17,108.0,10.0,118.0,2109.0,34.0,2.0,85.0
Los Angeles,2021-02-17,2640.0,230.0,2870.0,19251.0,808.0,26.0,410.0
San Benito,2021-02-17,10.0,0.0,10.0,25.0,3.0,0.0,0.0
Lassen,2021-02-17,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Stanislaus,2021-02-17,173.0,15.0,188.0,1304.0,37.0,1.0,18.0
Napa,2021-02-17,3.0,0.0,3.0,214.0,0.0,0.0,4.0
Modoc,2021-02-17,2.0,0.0,2.0,12.0,0.0,0.0,0.0
Tulare,2021-02-17,96.0,10.0,106.0,662.0,12.0,1.0,15.0
Santa Cruz,2021-02-17,23.0,1.0,24.0,372.0,6.0,0.0,1.0
Contra Costa,2021-02-18,96.0,11.0,107.0,1330.0,37.0,1.0,41.0
Santa Clara,2021-02-18,255.0,19.0,274.0,3060.0,82.0,4.0,50.0
Imperial,2021-02-18,29.0,1.0,30.0,234.0,14.0,1.0,6.0
Sutter,2021-02-18,0.0,0.0,0.0,14.0,0.0,0.0,0.0
San Diego,2021-02-18,717.0,41.0,758.0,6481.0,224.0,8.0,203.0
Placer,2021-02-18,59.0,15.0,74.0,768.0,18.0,2.0,17.0
Tehama,2021-02-18,5.0,0.0,5.0,59.0,0.0,0.0,0.0
Santa Cruz,2021-02-18,23.0,2.0,25.0,372.0,5.0,0.0,7.0
Kern,2021-02-18,185.0,9.0,194.0,1177.0,53.0,0.0,31.0
San Bernardino,2021-02-18,505.0,34.0,539.0,3565.0,136.0,2.0,96.0
Tuolumne,2021-02-18,0.0,0.0,0.0,84.0,0.0,0.0,2.0
Sonoma,2021-02-18,38.0,1.0,39.0,651.0,14.0,0.0,21.0
Lake,2021-02-18,2.0,0.0,2.0,62.0,1.0,0.0,1.0
Solano,2021-02-18,86.0,12.0,98.0,602.0,20.0,0.0,14.0
Siskiyou,2021-02-18,1.0,0.0,1.0,56.0,1.0,0.0,4.0
San Mateo,2021-02-18,82.0,6.0,88.0,733.0,20.0,0.0,28.0
Stanislaus,2021-02-18,173.0,19.0,192.0,1303.0,31.0,1.0,30.0
Shasta,2021-02-18,12.0,0.0,12.0,567.0,2.0,0.0,19.0
Riverside,2021-02-18,513.0,63.0,576.0,3228.0,152.0,7.0,43.0
Nevada,2021-02-18,6.0,0.0,6.0,129.0,0.0,0.0,2.0
El Dorado,2021-02-18,6.0,0.0,6.0,190.0,1.0,0.0,12.0
Los Angeles,2021-02-18,2498.0,247.0,2745.0,19277.0,760.0,40.0,419.0
Yolo,2021-02-18,10.0,0.0,10.0,126.0,6.0,0.0,5.0
Santa Barbara,2021-02-18,97.0,9.0,106.0,603.0,21.0,3.0,23.0
Plumas,2021-02-18,1.0,0.0,1.0,35.0,0.0,0.0,0.0
Humboldt,2021-02-18,10.0,2.0,12.0,274.0,1.0,0.0,8.0
San Joaquin,2021-02-18,129.0,16.0,145.0,904.0,54.0,4.0,11.0
Madera,2021-02-18,40.0,12.0,52.0,278.0,10.0,0.0,0.0
Calaveras,2021-02-18,2.0,0.0,2.0,33.0,1.0,0.0,6.0
Yuba,2021-02-18,26.0,0.0,26.0,261.0,8.0,0.0,2.0
Mariposa,2021-02-18,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Del Norte,2021-02-18,1.0,2.0,3.0,52.0,0.0,0.0,1.0
Butte,2021-02-18,12.0,0.0,12.0,451.0,2.0,0.0,5.0
Colusa,2021-02-18,2.0,0.0,2.0,48.0,0.0,0.0,5.0
Mono,2021-02-18,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Inyo,2021-02-18,2.0,0.0,2.0,29.0,0.0,0.0,2.0
San Luis Obispo,2021-02-18,21.0,2.0,23.0,460.0,5.0,0.0,20.0
San Benito,2021-02-18,9.0,0.0,9.0,25.0,3.0,0.0,0.0
Modoc,2021-02-18,2.0,0.0,2.0,12.0,0.0,0.0,0.0
Fresno,2021-02-18,289.0,18.0,307.0,1540.0,66.0,2.0,17.0
San Francisco,2021-02-18,93.0,7.0,100.0,2110.0,31.0,1.0,82.0
Amador,2021-02-18,5.0,1.0,6.0,52.0,1.0,0.0,3.0
Tulare,2021-02-18,93.0,6.0,99.0,667.0,12.0,0.0,15.0
Lassen,2021-02-18,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mendocino,2021-02-18,9.0,0.0,9.0,86.0,2.0,0.0,5.0
Ventura,2021-02-18,188.0,9.0,197.0,1142.0,46.0,0.0,34.0
Napa,2021-02-18,2.0,3.0,5.0,213.0,0.0,0.0,4.0
Marin,2021-02-18,18.0,4.0,22.0,325.0,4.0,0.0,17.0
Glenn,2021-02-18,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Orange,2021-02-18,636.0,25.0,661.0,5828.0,215.0,2.0,117.0
Kings,2021-02-18,42.0,0.0,42.0,137.0,10.0,0.0,10.0
Alameda,2021-02-18,183.0,29.0,212.0,2501.0,58.0,4.0,77.0
Monterey,2021-02-18,67.0,0.0,67.0,720.0,9.0,0.0,24.0
Merced,2021-02-18,33.0,0.0,33.0,272.0,15.0,0.0,2.0
Sacramento,2021-02-18,201.0,17.0,218.0,2624.0,56.0,2.0,89.0
Trinity,2021-02-18,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Amador,2021-02-19,7.0,1.0,8.0,52.0,1.0,1.0,2.0
Sacramento,2021-02-19,186.0,19.0,205.0,2621.0,49.0,1.0,82.0
Humboldt,2021-02-19,11.0,2.0,13.0,274.0,0.0,2.0,6.0
Monterey,2021-02-19,72.0,1.0,73.0,720.0,8.0,0.0,16.0
Santa Clara,2021-02-19,243.0,17.0,260.0,3065.0,73.0,2.0,55.0
Tehama,2021-02-19,7.0,0.0,7.0,59.0,1.0,0.0,0.0
El Dorado,2021-02-19,7.0,0.0,7.0,190.0,1.0,0.0,12.0
Fresno,2021-02-19,265.0,27.0,292.0,1527.0,63.0,2.0,23.0
Madera,2021-02-19,39.0,6.0,45.0,278.0,12.0,0.0,6.0
Sonoma,2021-02-19,41.0,1.0,42.0,670.0,14.0,0.0,23.0
San Benito,2021-02-19,8.0,0.0,8.0,25.0,2.0,0.0,1.0
Plumas,2021-02-19,1.0,0.0,1.0,35.0,0.0,0.0,0.0
Contra Costa,2021-02-19,84.0,13.0,97.0,1310.0,35.0,2.0,36.0
Yuba,2021-02-19,26.0,0.0,26.0,261.0,5.0,0.0,2.0
Kern,2021-02-19,182.0,5.0,187.0,1184.0,49.0,0.0,30.0
San Luis Obispo,2021-02-19,19.0,2.0,21.0,460.0,4.0,0.0,20.0
Mariposa,2021-02-19,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Glenn,2021-02-19,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Mono,2021-02-19,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Kings,2021-02-19,46.0,0.0,46.0,135.0,10.0,0.0,8.0
Lassen,2021-02-19,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Colusa,2021-02-19,6.0,0.0,6.0,48.0,0.0,0.0,5.0
Trinity,2021-02-19,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tulare,2021-02-19,83.0,4.0,87.0,667.0,12.0,0.0,20.0
Santa Barbara,2021-02-19,84.0,5.0,89.0,603.0,20.0,2.0,23.0
San Bernardino,2021-02-19,469.0,38.0,507.0,3540.0,133.0,6.0,79.0
Modoc,2021-02-19,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Yolo,2021-02-19,11.0,0.0,11.0,127.0,6.0,0.0,3.0
Napa,2021-02-19,5.0,1.0,6.0,202.0,2.0,0.0,0.0
Orange,2021-02-19,591.0,31.0,622.0,5800.0,196.0,3.0,121.0
San Mateo,2021-02-19,80.0,5.0,85.0,719.0,19.0,0.0,24.0
Imperial,2021-02-19,27.0,1.0,28.0,234.0,14.0,1.0,5.0
Shasta,2021-02-19,14.0,0.0,14.0,567.0,2.0,0.0,20.0
Los Angeles,2021-02-19,2369.0,228.0,2597.0,19312.0,712.0,32.0,442.0
Marin,2021-02-19,16.0,3.0,19.0,321.0,6.0,0.0,14.0
Inyo,2021-02-19,2.0,0.0,2.0,29.0,0.0,0.0,2.0
Placer,2021-02-19,57.0,18.0,75.0,777.0,20.0,0.0,16.0
Santa Cruz,2021-02-19,25.0,2.0,27.0,372.0,5.0,0.0,6.0
Del Norte,2021-02-19,1.0,4.0,5.0,52.0,0.0,0.0,1.0
Alameda,2021-02-19,190.0,29.0,219.0,2519.0,60.0,3.0,79.0
Merced,2021-02-19,32.0,0.0,32.0,272.0,11.0,0.0,3.0
Nevada,2021-02-19,3.0,0.0,3.0,127.0,1.0,0.0,2.0
Sutter,2021-02-19,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Stanislaus,2021-02-19,162.0,16.0,178.0,1304.0,30.0,1.0,20.0
Butte,2021-02-19,12.0,0.0,12.0,451.0,2.0,0.0,6.0
Mendocino,2021-02-19,8.0,0.0,8.0,88.0,2.0,0.0,4.0
Lake,2021-02-19,1.0,0.0,1.0,62.0,1.0,0.0,3.0
Tuolumne,2021-02-19,1.0,0.0,1.0,84.0,0.0,0.0,4.0
San Joaquin,2021-02-19,127.0,24.0,151.0,895.0,52.0,4.0,12.0
Riverside,2021-02-19,493.0,40.0,533.0,3232.0,137.0,4.0,42.0
San Diego,2021-02-19,670.0,35.0,705.0,6476.0,218.0,8.0,195.0
Calaveras,2021-02-19,2.0,0.0,2.0,33.0,1.0,0.0,7.0
Siskiyou,2021-02-19,1.0,0.0,1.0,56.0,1.0,0.0,4.0
San Francisco,2021-02-19,99.0,5.0,104.0,2116.0,32.0,0.0,85.0
Solano,2021-02-19,84.0,10.0,94.0,604.0,23.0,2.0,5.0
Ventura,2021-02-19,178.0,6.0,184.0,1173.0,44.0,3.0,35.0
Sonoma,2021-02-20,38.0,1.0,39.0,656.0,13.0,0.0,22.0
Contra Costa,2021-02-20,78.0,10.0,88.0,1303.0,30.0,0.0,36.0
Colusa,2021-02-20,7.0,0.0,7.0,48.0,0.0,0.0,5.0
Del Norte,2021-02-20,2.0,4.0,6.0,52.0,0.0,0.0,2.0
Riverside,2021-02-20,455.0,56.0,511.0,3196.0,138.0,5.0,36.0
Santa Clara,2021-02-20,228.0,15.0,243.0,3053.0,71.0,1.0,59.0
Yolo,2021-02-20,10.0,0.0,10.0,125.0,6.0,0.0,2.0
San Luis Obispo,2021-02-20,22.0,3.0,25.0,460.0,4.0,0.0,22.0
Trinity,2021-02-20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Marin,2021-02-20,14.0,4.0,18.0,327.0,6.0,0.0,14.0
Napa,2021-02-20,7.0,0.0,7.0,207.0,2.0,0.0,5.0
Tuolumne,2021-02-20,2.0,0.0,2.0,84.0,0.0,0.0,2.0
Mono,2021-02-20,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Butte,2021-02-20,11.0,0.0,11.0,451.0,2.0,0.0,11.0
Tulare,2021-02-20,75.0,8.0,83.0,647.0,11.0,0.0,26.0
Yuba,2021-02-20,21.0,1.0,22.0,261.0,4.0,0.0,4.0
Imperial,2021-02-20,28.0,1.0,29.0,234.0,11.0,0.0,3.0
Merced,2021-02-20,32.0,1.0,33.0,272.0,12.0,0.0,4.0
Solano,2021-02-20,70.0,12.0,82.0,582.0,17.0,1.0,11.0
Nevada,2021-02-20,2.0,0.0,2.0,115.0,1.0,0.0,2.0
Mendocino,2021-02-20,6.0,1.0,7.0,84.0,2.0,0.0,3.0
Lake,2021-02-20,1.0,0.0,1.0,63.0,0.0,0.0,4.0
Modoc,2021-02-20,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Kern,2021-02-20,167.0,7.0,174.0,1165.0,51.0,0.0,31.0
Humboldt,2021-02-20,10.0,4.0,14.0,273.0,0.0,1.0,7.0
Placer,2021-02-20,64.0,17.0,81.0,772.0,21.0,0.0,13.0
Shasta,2021-02-20,18.0,0.0,18.0,567.0,1.0,0.0,21.0
El Dorado,2021-02-20,6.0,0.0,6.0,190.0,2.0,0.0,8.0
San Diego,2021-02-20,636.0,36.0,672.0,6462.0,205.0,9.0,219.0
Glenn,2021-02-20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Kings,2021-02-20,45.0,0.0,45.0,135.0,9.0,0.0,9.0
Siskiyou,2021-02-20,1.0,0.0,1.0,56.0,1.0,0.0,5.0
Tehama,2021-02-20,3.0,0.0,3.0,59.0,0.0,0.0,1.0
San Francisco,2021-02-20,89.0,5.0,94.0,2112.0,28.0,0.0,87.0
Orange,2021-02-20,577.0,32.0,609.0,5839.0,190.0,1.0,122.0
Alameda,2021-02-20,176.0,26.0,202.0,2481.0,58.0,1.0,78.0
Calaveras,2021-02-20,2.0,0.0,2.0,33.0,1.0,0.0,7.0
San Joaquin,2021-02-20,126.0,25.0,151.0,906.0,45.0,5.0,14.0
Fresno,2021-02-20,244.0,32.0,276.0,1512.0,63.0,4.0,19.0
Mariposa,2021-02-20,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Plumas,2021-02-20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sacramento,2021-02-20,177.0,13.0,190.0,2508.0,50.0,2.0,80.0
Los Angeles,2021-02-20,2213.0,212.0,2425.0,19279.0,679.0,34.0,438.0
Monterey,2021-02-20,59.0,0.0,59.0,720.0,8.0,0.0,18.0
Santa Cruz,2021-02-20,25.0,2.0,27.0,372.0,5.0,0.0,6.0
Santa Barbara,2021-02-20,83.0,2.0,85.0,603.0,19.0,0.0,32.0
San Mateo,2021-02-20,64.0,6.0,70.0,720.0,19.0,2.0,24.0
Ventura,2021-02-20,171.0,11.0,182.0,1150.0,43.0,0.0,38.0
Madera,2021-02-20,35.0,8.0,43.0,278.0,10.0,0.0,5.0
Sutter,2021-02-20,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Lassen,2021-02-20,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Stanislaus,2021-02-20,155.0,15.0,170.0,1305.0,34.0,1.0,23.0
San Bernardino,2021-02-20,433.0,37.0,470.0,3510.0,127.0,2.0,102.0
San Benito,2021-02-20,9.0,0.0,9.0,25.0,3.0,0.0,0.0
Inyo,2021-02-20,0.0,0.0,0.0,29.0,0.0,0.0,1.0
Amador,2021-02-20,6.0,2.0,8.0,52.0,1.0,1.0,0.0
Santa Clara,2021-02-21,221.0,21.0,242.0,3040.0,67.0,4.0,69.0
Alameda,2021-02-21,174.0,26.0,200.0,2461.0,55.0,1.0,78.0
Kern,2021-02-21,167.0,7.0,174.0,1160.0,50.0,0.0,33.0
Del Norte,2021-02-21,2.0,4.0,6.0,52.0,0.0,0.0,2.0
San Benito,2021-02-21,7.0,0.0,7.0,25.0,3.0,0.0,0.0
Merced,2021-02-21,32.0,1.0,33.0,272.0,10.0,0.0,4.0
Tulare,2021-02-21,79.0,6.0,85.0,647.0,13.0,1.0,21.0
Contra Costa,2021-02-21,84.0,9.0,93.0,1299.0,33.0,0.0,39.0
Madera,2021-02-21,33.0,7.0,40.0,278.0,11.0,1.0,7.0
Marin,2021-02-21,15.0,5.0,20.0,317.0,5.0,2.0,14.0
Sonoma,2021-02-21,37.0,1.0,38.0,632.0,13.0,0.0,24.0
San Mateo,2021-02-21,66.0,8.0,74.0,714.0,18.0,1.0,24.0
Los Angeles,2021-02-21,2146.0,191.0,2337.0,19119.0,660.0,31.0,512.0
San Bernardino,2021-02-21,437.0,56.0,493.0,3485.0,122.0,6.0,106.0
Yolo,2021-02-21,9.0,0.0,9.0,116.0,6.0,0.0,1.0
Calaveras,2021-02-21,1.0,0.0,1.0,33.0,0.0,0.0,8.0
Sacramento,2021-02-21,185.0,25.0,210.0,2578.0,53.0,4.0,90.0
San Francisco,2021-02-21,93.0,5.0,98.0,2088.0,27.0,1.0,86.0
Modoc,2021-02-21,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Santa Cruz,2021-02-21,22.0,2.0,24.0,372.0,2.0,1.0,3.0
Imperial,2021-02-21,27.0,1.0,28.0,234.0,11.0,0.0,1.0
Trinity,2021-02-21,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Shasta,2021-02-21,19.0,0.0,19.0,567.0,1.0,0.0,21.0
Plumas,2021-02-21,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Nevada,2021-02-21,2.0,1.0,3.0,119.0,1.0,0.0,3.0
Lassen,2021-02-21,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tehama,2021-02-21,2.0,0.0,2.0,59.0,0.0,0.0,3.0
Solano,2021-02-21,63.0,16.0,79.0,561.0,16.0,1.0,12.0
Butte,2021-02-21,13.0,0.0,13.0,451.0,3.0,0.0,8.0
Amador,2021-02-21,6.0,2.0,8.0,52.0,1.0,1.0,0.0
El Dorado,2021-02-21,10.0,0.0,10.0,190.0,3.0,0.0,5.0
Glenn,2021-02-21,0.0,0.0,0.0,47.0,0.0,0.0,0.0
San Joaquin,2021-02-21,125.0,23.0,148.0,896.0,41.0,5.0,16.0
Orange,2021-02-21,556.0,33.0,589.0,5815.0,179.0,1.0,127.0
Humboldt,2021-02-21,9.0,7.0,16.0,273.0,0.0,1.0,7.0
Napa,2021-02-21,7.0,0.0,7.0,209.0,3.0,0.0,3.0
Mendocino,2021-02-21,5.0,1.0,6.0,72.0,2.0,0.0,5.0
Mono,2021-02-21,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Ventura,2021-02-21,189.0,4.0,193.0,1155.0,38.0,0.0,39.0
Inyo,2021-02-21,1.0,0.0,1.0,29.0,1.0,0.0,1.0
Monterey,2021-02-21,46.0,1.0,47.0,720.0,9.0,0.0,19.0
San Diego,2021-02-21,622.0,36.0,658.0,6454.0,198.0,7.0,223.0
Tuolumne,2021-02-21,2.0,0.0,2.0,84.0,0.0,0.0,4.0
San Luis Obispo,2021-02-21,19.0,1.0,20.0,460.0,4.0,0.0,25.0
Fresno,2021-02-21,231.0,13.0,244.0,1493.0,58.0,1.0,28.0
Colusa,2021-02-21,8.0,0.0,8.0,48.0,0.0,0.0,5.0
Siskiyou,2021-02-21,1.0,0.0,1.0,56.0,1.0,0.0,5.0
Lake,2021-02-21,1.0,0.0,1.0,63.0,0.0,0.0,4.0
Mariposa,2021-02-21,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Stanislaus,2021-02-21,143.0,14.0,157.0,1305.0,31.0,2.0,22.0
Riverside,2021-02-21,441.0,51.0,492.0,3161.0,132.0,5.0,43.0
Kings,2021-02-21,41.0,0.0,41.0,137.0,6.0,0.0,13.0
Santa Barbara,2021-02-21,82.0,2.0,84.0,603.0,17.0,0.0,36.0
Yuba,2021-02-21,24.0,0.0,24.0,261.0,6.0,0.0,3.0
Placer,2021-02-21,64.0,16.0,80.0,770.0,23.0,0.0,13.0
Sutter,2021-02-21,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Riverside,2021-02-22,407.0,49.0,456.0,3215.0,112.0,8.0,48.0
Merced,2021-02-22,32.0,1.0,33.0,272.0,9.0,0.0,4.0
Kings,2021-02-22,40.0,0.0,40.0,133.0,6.0,0.0,9.0
Ventura,2021-02-22,167.0,6.0,173.0,1156.0,32.0,2.0,43.0
Modoc,2021-02-22,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Tehama,2021-02-22,1.0,0.0,1.0,59.0,0.0,0.0,5.0
Butte,2021-02-22,13.0,0.0,13.0,451.0,4.0,0.0,11.0
Stanislaus,2021-02-22,138.0,15.0,153.0,1304.0,29.0,1.0,17.0
Yuba,2021-02-22,22.0,0.0,22.0,261.0,6.0,0.0,1.0
San Bernardino,2021-02-22,414.0,44.0,458.0,3522.0,113.0,5.0,96.0
Sutter,2021-02-22,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Tulare,2021-02-22,75.0,7.0,82.0,667.0,12.0,1.0,21.0
Calaveras,2021-02-22,0.0,0.0,0.0,33.0,0.0,0.0,8.0
San Diego,2021-02-22,601.0,31.0,632.0,6454.0,188.0,7.0,241.0
Santa Barbara,2021-02-22,76.0,6.0,82.0,603.0,17.0,1.0,35.0
San Mateo,2021-02-22,65.0,8.0,73.0,705.0,18.0,1.0,21.0
Placer,2021-02-22,64.0,6.0,70.0,769.0,22.0,0.0,20.0
Contra Costa,2021-02-22,81.0,10.0,91.0,1269.0,34.0,0.0,53.0
Imperial,2021-02-22,29.0,0.0,29.0,234.0,12.0,0.0,4.0
Mono,2021-02-22,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Lassen,2021-02-22,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Solano,2021-02-22,56.0,16.0,72.0,556.0,16.0,3.0,17.0
Monterey,2021-02-22,40.0,1.0,41.0,720.0,8.0,0.0,18.0
Glenn,2021-02-22,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Alameda,2021-02-22,180.0,23.0,203.0,2420.0,54.0,1.0,80.0
Napa,2021-02-22,9.0,2.0,11.0,205.0,4.0,0.0,5.0
Del Norte,2021-02-22,2.0,1.0,3.0,52.0,0.0,1.0,0.0
Kern,2021-02-22,170.0,9.0,179.0,1152.0,50.0,0.0,29.0
Fresno,2021-02-22,239.0,19.0,258.0,1515.0,60.0,2.0,22.0
Tuolumne,2021-02-22,0.0,0.0,0.0,84.0,0.0,0.0,4.0
Los Angeles,2021-02-22,2064.0,200.0,2264.0,19089.0,619.0,34.0,487.0
Shasta,2021-02-22,15.0,1.0,16.0,567.0,2.0,0.0,19.0
Siskiyou,2021-02-22,2.0,0.0,2.0,56.0,3.0,0.0,4.0
San Joaquin,2021-02-22,122.0,6.0,128.0,901.0,40.0,0.0,14.0
Inyo,2021-02-22,1.0,0.0,1.0,29.0,1.0,0.0,1.0
San Francisco,2021-02-22,96.0,5.0,101.0,2076.0,30.0,0.0,91.0
Colusa,2021-02-22,8.0,0.0,8.0,48.0,0.0,0.0,5.0
Trinity,2021-02-22,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Benito,2021-02-22,7.0,0.0,7.0,25.0,3.0,0.0,1.0
El Dorado,2021-02-22,9.0,0.0,9.0,190.0,2.0,0.0,6.0
Marin,2021-02-22,13.0,5.0,18.0,314.0,5.0,1.0,15.0
Sonoma,2021-02-22,39.0,2.0,41.0,639.0,12.0,0.0,22.0
Santa Clara,2021-02-22,226.0,26.0,252.0,3027.0,71.0,4.0,78.0
Mariposa,2021-02-22,0.0,0.0,0.0,14.0,0.0,0.0,0.0
San Luis Obispo,2021-02-22,18.0,0.0,18.0,460.0,3.0,0.0,23.0
Mendocino,2021-02-22,4.0,0.0,4.0,79.0,2.0,0.0,4.0
Lake,2021-02-22,4.0,0.0,4.0,63.0,0.0,0.0,4.0
Yolo,2021-02-22,10.0,0.0,10.0,121.0,6.0,0.0,4.0
Plumas,2021-02-22,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Orange,2021-02-22,539.0,28.0,567.0,5805.0,152.0,0.0,150.0
Santa Cruz,2021-02-22,18.0,3.0,21.0,372.0,2.0,1.0,3.0
Amador,2021-02-22,5.0,1.0,6.0,52.0,1.0,1.0,2.0
Nevada,2021-02-22,5.0,0.0,5.0,119.0,1.0,0.0,2.0
Humboldt,2021-02-22,9.0,5.0,14.0,274.0,0.0,0.0,7.0
Sacramento,2021-02-22,180.0,21.0,201.0,2580.0,50.0,2.0,96.0
Madera,2021-02-22,30.0,6.0,36.0,278.0,11.0,0.0,9.0
Colusa,2021-02-23,3.0,0.0,3.0,48.0,0.0,0.0,5.0
San Diego,2021-02-23,597.0,34.0,631.0,6487.0,178.0,6.0,222.0
San Francisco,2021-02-23,95.0,6.0,101.0,2097.0,28.0,0.0,87.0
San Bernardino,2021-02-23,396.0,36.0,432.0,3564.0,112.0,6.0,99.0
Sonoma,2021-02-23,37.0,1.0,38.0,667.0,12.0,0.0,16.0
Yolo,2021-02-23,11.0,0.0,11.0,127.0,6.0,0.0,2.0
San Luis Obispo,2021-02-23,17.0,1.0,18.0,460.0,3.0,0.0,18.0
Placer,2021-02-23,54.0,11.0,65.0,775.0,23.0,0.0,19.0
Contra Costa,2021-02-23,89.0,17.0,106.0,1293.0,30.0,0.0,48.0
Santa Barbara,2021-02-23,85.0,3.0,88.0,603.0,17.0,0.0,22.0
Los Angeles,2021-02-23,1988.0,226.0,2214.0,19276.0,600.0,28.0,470.0
Fresno,2021-02-23,241.0,14.0,255.0,1532.0,63.0,1.0,18.0
Siskiyou,2021-02-23,2.0,0.0,2.0,56.0,3.0,0.0,3.0
Sutter,2021-02-23,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Mendocino,2021-02-23,3.0,1.0,4.0,85.0,2.0,0.0,3.0
Mariposa,2021-02-23,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Humboldt,2021-02-23,9.0,2.0,11.0,276.0,0.0,0.0,4.0
Merced,2021-02-23,33.0,1.0,34.0,271.0,8.0,0.0,6.0
Santa Clara,2021-02-23,215.0,24.0,239.0,3063.0,66.0,1.0,68.0
Santa Cruz,2021-02-23,22.0,2.0,24.0,372.0,3.0,0.0,0.0
Inyo,2021-02-23,1.0,0.0,1.0,29.0,0.0,0.0,1.0
Ventura,2021-02-23,157.0,8.0,165.0,1188.0,36.0,3.0,41.0
Marin,2021-02-23,12.0,6.0,18.0,319.0,4.0,0.0,16.0
Modoc,2021-02-23,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Alameda,2021-02-23,175.0,25.0,200.0,2438.0,49.0,4.0,78.0
Tuolumne,2021-02-23,1.0,0.0,1.0,84.0,0.0,0.0,5.0
Madera,2021-02-23,35.0,3.0,38.0,278.0,10.0,0.0,7.0
San Benito,2021-02-23,4.0,0.0,4.0,25.0,2.0,0.0,1.0
Kings,2021-02-23,39.0,0.0,39.0,129.0,6.0,0.0,5.0
Plumas,2021-02-23,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Monterey,2021-02-23,41.0,0.0,41.0,720.0,8.0,0.0,22.0
San Mateo,2021-02-23,61.0,5.0,66.0,703.0,17.0,1.0,16.0
Shasta,2021-02-23,13.0,1.0,14.0,567.0,3.0,0.0,18.0
Riverside,2021-02-23,406.0,49.0,455.0,3264.0,116.0,6.0,50.0
Sacramento,2021-02-23,183.0,18.0,201.0,2573.0,50.0,1.0,85.0
Tehama,2021-02-23,1.0,0.0,1.0,59.0,0.0,0.0,5.0
Butte,2021-02-23,16.0,0.0,16.0,451.0,1.0,0.0,5.0
Del Norte,2021-02-23,1.0,0.0,1.0,52.0,0.0,0.0,1.0
Orange,2021-02-23,515.0,26.0,541.0,5828.0,151.0,3.0,144.0
Stanislaus,2021-02-23,141.0,14.0,155.0,1307.0,30.0,1.0,19.0
Mono,2021-02-23,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Trinity,2021-02-23,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Lake,2021-02-23,4.0,0.0,4.0,63.0,0.0,0.0,5.0
Yuba,2021-02-23,20.0,0.0,20.0,261.0,7.0,0.0,1.0
El Dorado,2021-02-23,6.0,0.0,6.0,190.0,1.0,0.0,8.0
Calaveras,2021-02-23,1.0,0.0,1.0,33.0,0.0,0.0,5.0
Amador,2021-02-23,4.0,0.0,4.0,52.0,1.0,0.0,2.0
San Joaquin,2021-02-23,118.0,15.0,133.0,890.0,42.0,0.0,8.0
